global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
9395.277147052144	n/a	88271232.66992027	n/a	10341.466863832171	n/a	n/a	106945936.8957388	7116.277746870504	n/a	50641408.97060434	n/a	7124.462357481065	13819.905294763503	n/a	n/a	n/a	n/a	-0.24255467	-0.0527414835	0.0673274196	-0.7520251763	0.09987794259999999	-0.1371060335	0.0127275846	0.1348136472	-0.10239468460000001	0.0167633697	-0.0455480141	0.2512171467	-0.0703839371	0.10411539560000001	-0.173905182	-0.0373457816	0.16467494259999998	-0.08229808549999999	0.12274604480000001	-0.2291682088	0.0170999462	-0.11595815039999999	0.053770984699999996	-0.1257191412	0.08514461699999999	0.12027194529999999	-0.0691592313	0.0207484992	0.055604716500000005	0.048412522300000004	-0.068291307	-0.0987880436	0.0769577856	0.2689176991	-0.07129690799999999	0.12101838699999999	-0.1891980739	-0.029862638900000002	0.23627342629999998	-0.06993349900000001	0.0369200981	-0.2750318735	0.0506108672	-0.1318531265	0.0056548552	-0.1613520398	0.1543157671	-0.05999527690000001	-0.0460600574	0.0492055322	0.05304958110000002	-0.0036966455	-0.0836057663	0.1322745838	0.0101521572	0.0	n/a	n/a	0.0	0.137447	n/a	n/a	0.018891677809	0.165964	n/a	0.027544049296	n/a	-0.000369158	n/a	n/a	1.3627762896400002e-07	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9297.360956890376	-97.9161901617681	86440920.76270953	9587.580295795533	9977.729390862483	-363.73747296968764	132304.94924237422	99555083.79728104	7101.691242161049	-14.586504709455767	50434018.49898694	212.76611963897525	7104.947713823033	13450.83312802832	0.7453159999999999	47.390644	0.06063695	0.049008	-0.24475973850000002	-0.0334460682	0.1016599484	-0.3783731602000001	0.0338287813	-0.0351177121	0.0516149671	0.0340740492	-0.1048355905	0.0103661782	-0.0660452617	0.244286251	-0.0174973728	0.07083275809999999	-0.19878650120000002	-0.048791971100000005	0.1656685748	-0.1053429498	0.11880719070000001	-0.1967439894	-0.0028066396000000003	-0.10820336650000001	0.0556728712	-0.1665935938	-0.032391937	0.1490993196	-0.1187127242	0.0082950998	0.0920556301	-0.0015359981	-0.13500602779999998	0.0366687054	-0.0305523123	0.2523480997	-0.0160989045	0.0795407381	-0.19668992510000002	-0.0493793929	0.20344192739999997	-0.0641511829	0.0359893844	-0.2012607569	0.023912972999999997	-0.1208525381	0.0331468215	-0.16820875079999995	0.1144363745	0.076604872	-0.130417144	0.0902035191	0.0411176644	0.050135676799999994	-0.0722975588	-0.0560480522	0.0205072002	0.0	0.0	0.0	0.0	0.185137	0.04768999999999998	0.0022743360999999984	0.034275708769	0.170052	0.004088000000000007	0.028917682704000008	1.671174400000007e-05	-0.00019197900000000005	0.00017717900000000002	3.1392398041e-08	3.6855936441000017e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9264.803707037729	-32.55724985264714	85836587.72994004	1059.9745179676927	9832.450636973936	-145.27875388854773	21105.916331409222	96677085.52852917	7093.5951770523925	-8.096065108656148	50319092.53590097	65.5462702435995	7095.478579265207	13197.334846068368	0.6627970000000001	42.143692	0.05238774999999999	0.036912699999999986	-0.24679992969999998	-0.0951860693	0.098259485	-0.225985322	0.0196624572	0.032031208900000004	0.0773785062	-0.0316396183	-0.0640650185	0.09281880390000001	-0.000479916	0.255215812	0.0086684356	0.1061196331	-0.1468376977	-0.0251730912	0.2303666212	-0.1158267626	0.1260370858	-0.2157849085	0.0271651261	-0.06952789200000001	0.0807213943	-0.1659191424	0.08447198789999999	0.11753707669999999	-0.0600616685	0.021160325	-0.0239544071	0.0731182542	-0.1208873075	-0.0400284393	-0.0264736845	0.2604974698	0.012031951899999999	0.10551892140000001	-0.142406731	-0.0237513115	0.2563238577	-0.044063020700000004	0.0417203205	-0.2076997744	0.0453683516	-0.062354953399999996	0.0223982477	-0.1782316259	0.0595992487	-0.0476945088	-0.0676935709	-0.0120785652	-0.015274846100000001	-0.0085102726	-0.097154163	0.027404631000000002	-0.0894468433	0.0	0.0	0.0	0.0	0.17085999999999998	-0.014277000000000012	0.00020383272900000038	0.029193139599999994	0.204133	0.034080999999999965	0.041670281688999986	0.0011615145609999982	-0.000111384	8.059500000000002e-05	6.495554025000004e-09	1.2406395456e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9252.15822708124	-12.645479956488998	85602431.85894707	159.908163329965	9743.347856040993	-89.10278093294254	7939.3055699839515	94932827.4438186	7099.037774110378	5.4425970579859495	50396337.31824604	29.621862735597315	7099.516567464358	13325.123728932842	1.689052	107.397728	0.28846976	0.208271	-0.12834193230000002	-0.3560430729	-0.0592499127	-0.12290719369999999	-0.0097359273	0.024227276699999998	-0.056265309900000005	-0.0812452784	0.0970660926	0.15372320539999998	-0.0372602025	0.1012295043	-0.0504255703	0.3696283375	0.0635251476	0.13225587949999998	0.1356013941	0.195550836	0.0001909239	0.0739539012	-0.1440795446	0.3241205144	0.3988843664	0.155441051	-0.2571675278	0.22738027719999998	-0.11604205	0.1450064632	0.0195794494	0.0055432018000000005	0.1037886333	0.3026881436	0.1013678117	0.1099659332	-0.0417735596	0.3582819732	0.0859265257	0.1368699276	0.0549951067	0.2239909696	0.0421263384	0.0542828579	-0.18661120829999997	0.285223648	-0.4133472182	-0.038779465299999996	0.23459594379999998	0.2371222743	-0.1473207758	-0.0724683307	0.0923639956	-0.11238875179999999	0.07171283219999999	-0.31327780239999997	-0.0200739923	-0.00219846	-0.00219846	4.8332263716000015e-06	4.8332263716000015e-06	-0.033158	-0.204018	0.041623344323999986	0.0010994529640000002	0.16633699999999998	-0.037796	0.027667997569	0.0014285376159999994	0.00015299200000000002	0.00026437600000000003	6.989466937600001e-08	2.3406552064000005e-08	0.00024683	0.00024683	6.092504890000001e-08	6.092504890000001e-08	0.00037794	0.00037794	1.428386436e-07	1.428386436e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9295.390069935944	43.23184285470416	86404276.55226375	1868.9922366138346	9677.349560666209	-65.99829537478399	4355.7749923772335	93651094.51932646	7084.160990946986	-14.876783163392249	50185336.94565499	221.31867729059104	7086.497661464098	14704.609861938692	2.112535	134.324768	1.00361749	0.551428	0.1744536392	0.050416469500000005	0.039154127999999996	-0.0427348567	0.052792586100000004	0.010026600600000001	-0.36873943509999996	0.041625054	0.1261773448	-0.020629393	-0.1552201168	-0.16587497939999998	-0.09039066130000001	0.0850853751	0.1232494023	-0.3039777373	0.1502871627	-0.0308983776	-0.0632264166	-0.1877014143	-0.0523862014	0.2883629993	-0.0679444832	-0.08147075990000001	0.24560099829999998	-0.13649689539999998	0.3824624942	0.31379975239999996	-0.0051356626	0.1290635218	0.0169336072	0.0993148785	-0.1949593714	-0.1594652615	-0.09855135820000001	0.09022908140000001	0.1158546822	-0.3051019625	0.1742134146	0.014785676499999999	-0.110191278	-0.1625696603	-0.0784899149	0.2913038514	0.0714495941	-0.0573519876	-0.1114662542	-0.2460915352	0.3715655596	-0.0947022585	0.272554693	-0.1797545405	-0.09453764869999999	-0.1093156003	0.2060157289	-0.00315355	-0.00095509	9.121969081e-07	9.9448776025e-06	-0.0965968	-0.06343880000000003	0.004024481345440002	0.009330941770240004	-0.159065	-0.325402	0.025301674225000004	0.10588646160399998	-0.00853508	-0.008688072	7.5482595077184e-05	7.284759060640001e-05	-0.00167509	-0.00192192	2.8059265081e-06	3.6937764864e-06	0.00204438	0.0016664400000000002	2.7770222736000005e-06	4.179489584400002e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9288.736268447043	-6.653801488901081	86280621.46476349	44.27307425370224	9597.182477719245	-80.167082946964	6426.761188225407	92105911.51064129	7079.018267814095	-5.142723132890751	50112499.63604568	26.447601221569663	7079.202118656335	14732.88612284359	1.155377	73.46419499999998	0.26679604999999995	0.14286300000000002	0.1796098433	0.0065950814	0.028376638500000002	0.0688838976	0.10628639460000001	0.0729985225	-0.32134006379999996	0.1030381577	0.1053687759	0.0367750847	-0.38679782079999997	-0.1912353121	-0.0565295651	0.0312521815	0.1360427284	-0.2212028534	0.2922274934	-0.0013166854	-0.1974902968	-0.0832558069	-0.0052643717	0.09505975609999999	0.060557487	0.0290758167	-0.22893443079999998	0.080929426	0.0094716296	-0.033478751200000004	-0.1324469274	-0.2919571461	-0.0064638954	-0.28241842899999997	0.045478593399999996	-0.1897841114	-0.0581103076	0.0313400096	0.1272222865	-0.21859707469999998	0.26924749929999997	0.1419962883	-0.1967027877	-0.0080933003	-0.0208135656	0.0964188432	-0.0652858458	0.0196720622	0.030496168900000002	0.2234127541	-0.0266272024	-0.141663648	-0.0080608195	0.2792113039	0.18367727039999998	0.2381929622	-0.09447185849999999	0.0423378	0.04549135	0.0020694629248225	0.0017924893088400004	-0.104272	-0.007675199999999994	5.8908695039999905e-05	0.010872649984	-0.148431	0.010634000000000005	0.022031761761000003	0.0001130819560000001	-0.0106842	-0.0021491200000000013	4.618716774400004e-06	0.00011415212964000004	-0.0012013700000000006	0.0004737199999999993	1.4432898769000014e-06	2.2441063839999934e-07	0.00348145	0.00143707	2.0651701849e-06	1.21204941025e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9257.49495296534	-31.241315481702262	85701212.80417874	976.0197930272493	9673.49124364243	76.30876592318418	5823.027756719315	93576432.84082676	7071.220538571623	-7.797729242472088	50002159.90511716	60.80458133890431	7072.313585941643	14639.419789640071	1.208062	76.81415599999998	0.3481834999999999	0.18865	0.16889393719999998	0.067265366	-0.0200084376	-0.0297216521	0.09179622050000001	0.0965362391	-0.2589267391	0.1542394272	0.12376312810000001	0.040153785	-0.0509646546	-0.1666775148	-0.051647520599999996	-0.0783004883	0.1641904574	-0.2808970591	0.1752849095	-0.204677091	-0.17379292629999998	-0.13143076210000001	-0.0787003313	0.0650827082	0.0298706392	-0.0225651075	0.0162744943	0.08967516	-0.10699030050000001	-0.0865942081	0.12392145800000001	-0.20232975179999999	0.0227371222	-0.0038798727	-0.0324212863	-0.16716515869999998	-0.061165068600000004	-0.07532571610000001	0.14798114880000002	-0.2816899271	0.2444034391	-0.1022727341	-0.24275777129999998	-0.0576934431	-0.0801673241	0.0599748871	0.0032903143	-0.0214471183	0.0860467236	0.0044609292	-0.09697127470000001	0.1329940743	0.015326856299999999	0.1277025184	0.1520404667	0.0237343495	0.10307617029999999	0.0311858	-0.011152000000000002	0.00012436710400000006	0.00097255412164	0.0437695	0.1480415	0.02191628572225	0.00191576913025	-0.204806	-0.056374999999999974	0.041945497636	0.0031781406249999982	-0.00893811	0.0017460900000000005	3.048830288100002e-06	7.988981037210001e-05	-0.0016542000000000002	-0.0004528299999999996	2.736377640000001e-06	2.0505500889999962e-07	0.00302807	-0.0004533800000000002	2.0555342440000016e-07	9.1692079249e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9259.344528875545	1.8495759102042941	85735461.10441749	3.4209310476080423	9622.989862279352	-50.501381363077606	2550.389519579001	92601933.88953118	7055.3643482999205	-15.856190271702873	49778166.08726157	251.4187699324448	7055.0431555916575	14563.788965271646	1.28567	81.74883299999998	0.2100021	0.110276	0.1427343659	-0.0705537698	-0.1878039437	0.0139127222	0.025042608900000003	-0.0199809433	-0.1247236647	0.1297449846	0.10750865820000001	0.0560688293	0.139697116	-0.12464804369999999	0.0226489112	-0.1251750781	0.1771513426	-0.0395874816	0.23187583899999997	-0.15155819550000002	-0.0868070907	0.08459404039999999	0.1655809573	0.030247506	0.1503455051	0.2012234654	-0.1188044272	-0.1399178062	-0.22329464670000002	-0.06815187519999999	0.18933047949999998	0.35026352909999997	-0.1487267182	-0.0572329821	0.0274543598	-0.1287148018	0.0177449335	-0.12094936390000001	0.1549692902	-0.0304703846	0.251592386	-0.0100960844	-0.1116443793	0.1267469515	0.18450671710000002	0.057974569800000014	-0.18675170649999998	0.1323969109	-0.07599219730000001	0.11255228810000001	-0.2364514656	0.23108585809999999	-0.0382860967	-0.19617194359999998	-0.3305171042	0.10975282210000001	0.1010098344	0.0245644	-0.0066214	4.384293795999999e-05	0.00060340974736	0.07502819999999999	0.031258699999999986	0.0009771063256899996	0.0056292307952399995	-0.109352	0.09545399999999997	0.011957859904	0.009111466115999995	-0.00830902	0.0006290900000000006	3.9575422810000073e-07	6.90398133604e-05	-0.00191534	-0.00026113999999999977	3.6685273156e-06	6.819409959999987e-08	0.00238494	-0.00064313	4.136161969e-07	5.6879388036e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9199.036285529732	-60.30824334581303	84622268.58249265	3637.084215457801	9491.234994916396	-131.75486736295534	17359.345073829954	90083541.72872564	7023.327450476087	-32.0368978238339	49327128.47661093	1026.3628221747729	7024.487268018746	13911.768521694317	1.2905950000000002	82.061996	0.40530551	0.206581	0.0830141802	-0.1486264297	-0.1576651275	0.1492054377	-0.010945264599999999	-0.1541973353	-0.0039101166	0.2235459787	0.0121712007	0.4203109853	0.1487868298	-0.0920527437	0.140291901	0.0173008922	0.3230215662	0.0238417958	0.067359822	-0.3550217816	-0.0088836368	0.030945014500000007	-0.0168906578	-0.12411965109999999	0.0122835452	-0.2811362618	0.1032867503	0.019170398600000003	-0.0706772678	-0.1279033825	-0.34169852770000003	0.2325915147	0.1467658576	0.0396397717	0.24926969899999998	-0.0960399566	0.1334803466	-0.0058956616	0.3289153294	0.0160211724	0.1781702288	-0.2912956912	-0.0790981303	0.06985967	-0.0113522831	-0.14741111880000002	0.1263030909	-0.2694432046	-0.0447791767	-0.08523230949999999	-0.0419604547	-0.2656055356	-0.3491883843	-0.1406082767	-0.0499963835	-0.0582728298	-0.16530578210000002	0.0100394	-0.014525	0.00021097562500000004	0.00010078955235999997	0.00489035	-0.07013784999999999	0.0049193180026224975	2.39155231225e-05	0.00446866	0.11382066	1.99689221956e-05	0.0129551426428356	-0.00509683	0.00321219	1.03181645961e-05	2.59776760489e-05	-0.00129084	0.0006245000000000001	1.6662679055999996e-06	3.900002500000001e-07	0.00208519	-0.00029975000000000016	8.985006250000008e-08	4.348017336099998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9300.750419172571	101.71413364283943	86503958.35973875	10345.764982713405	9542.99426228296	51.759267366562206	2679.0217583232707	91068739.48996548	7059.50436557396	36.17691509787346	49836601.8875578	1308.769185998745	7059.095858011018	14287.983218009309	1.628483	103.546516	0.62305639	0.395591	0.1247295049	-0.1219705883	0.0720311037	0.133265729	-0.1348666135	-0.4125023939	0.10792322300000001	0.2843726518	0.0561467484	0.3561308724	-0.1761853809	-0.18664995059999998	0.08744290710000001	0.1570313663	0.175031215	-0.1126102123	0.0260858848	0.21687100039999999	0.041496562599999995	0.0512640229	0.3118261749	-0.4455256642	0.1254850299	-0.3097034021	-0.1464656495	-0.037090964	0.0459779684	0.1371164909	0.29670881179999997	0.0451347194	0.1035585539	0.09069409789999999	-0.1441453569	-0.1871365279	0.0873333889	0.14843268140000002	0.191545611	-0.109316655	-0.054557135	0.20913315219999998	0.093069981	-0.0087758361	0.3456903268	-0.42266915060000004	-0.0467378797	-0.31471345030000003	-0.1213282708	0.145615734	0.0650997323	0.1910967779	0.1909037821	-0.19451880370000002	0.1095851693	-0.06326051099999999	0.0739993998	0.0165977	0.0065583	4.3011298890000015e-05	0.00027548364529	-0.298269	-0.30315935	0.0919055914924225	0.08896439636100001	0.0344807	0.03001204	0.0011889186724899994	0.0009007225449615998	-0.00971648	-0.00461965	2.1341166122499994e-05	9.44099835904e-05	-0.000571656	0.0007191839999999999	3.2679058233600005e-07	5.172256258559997e-07	0.00175749	-0.0003276999999999998	1.0738728999999983e-07	3.0887711001e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
